movie,count,popularity
755,1341,0.22201986754966888
195,1340,0.22185430463576158
766,1334,0.2208609271523179
305,1331,0.22036423841059602
41,1330,0.22019867549668873
531,1329,0.22003311258278146
183,1326,0.2195364238410596
321,1315,0.21771523178807947
3,1315,0.21771523178807947
741,1313,0.2173841059602649
541,1313,0.2173841059602649
528,1310,0.21688741721854304
214,1297,0.21473509933774834
243,1269,0.21009933774834438
1158,1263,0.20910596026490066
174,1261,0.20877483443708608
336,1259,0.20844370860927153
86,1255,0.2077814569536424
1228,1254,0.2076158940397351
39,1251,0.20711920529801325
406,1240,0.2052980132450331
486,1240,0.2052980132450331
790,1237,0.20480132450331126
603,1233,0.20413907284768212
382,1233,0.20413907284768212
1106,1229,0.203476821192053
1018,1229,0.203476821192053
994,1229,0.203476821192053
85,1222,0.20231788079470198
586,1222,0.20231788079470198
350,1220,0.20198675496688742
175,1207,0.19983443708609272
335,1205,0.19950331125827814
176,1199,0.19850993377483445
600,1193,0.19751655629139073
559,1185,0.19619205298013245
514,1179,0.19519867549668873
529,1177,0.19486754966887418
1466,1176,0.1947019867549669
424,1163,0.1925496688741722
775,1163,0.1925496688741722
748,1162,0.1923841059602649
20,1158,0.19172185430463576
737,1158,0.19172185430463576
153,1156,0.1913907284768212
505,1152,0.19072847682119207
738,1148,0.1900662251655629
147,1143,0.1892384105960265
242,1137,0.18824503311258278
316,1136,0.1880794701986755
117,1135,0.1879139072847682
139,1129,0.1869205298013245
509,1128,0.18675496688741722
57,1127,0.18658940397350993
205,1127,0.18658940397350993
646,1126,0.18642384105960264
567,1124,0.18609271523178808
390,1121,0.18559602649006623
537,1120,0.18543046357615894
203,1119,0.18526490066225165
797,1118,0.18509933774834436
661,1116,0.1847682119205298
605,1116,0.1847682119205298
524,1113,0.18427152317880793
1109,1112,0.18410596026490067
133,1110,0.1837748344370861
126,1110,0.1837748344370861
89,1099,0.18195364238410597
633,1099,0.18195364238410597
343,1097,0.18162251655629139
1298,1095,0.18129139072847683
896,1091,0.1806291390728477
891,1089,0.1802980132450331
1115,1087,0.17996688741721853
534,1086,0.17980132450331127
792,1082,0.17913907284768213
322,1077,0.1783112582781457
895,1076,0.1781456953642384
1075,1074,0.17781456953642383
43,1072,0.17748344370860927
1005,1071,0.17731788079470198
211,1066,0.17649006622516555
263,1066,0.17649006622516555
59,1061,0.17566225165562913
10,1060,0.17549668874172186
150,1059,0.17533112582781457
719,1057,0.175
90,1052,0.1741721854304636
629,1050,0.173841059602649
770,1049,0.17367549668874172
396,1046,0.17317880794701987
428,1046,0.17317880794701987
558,1045,0.17301324503311258
338,1043,0.17268211920529802
207,1035,0.17135761589403972
664,1034,0.17119205298013246
1256,1033,0.17102649006622517
647,1031,0.17069536423841059
326,1021,0.16903973509933776
533,1013,0.16771523178807948
713,1011,0.1673841059602649
45,1011,0.1673841059602649
758,1010,0.1672185430463576
386,1010,0.1672185430463576
202,1007,0.16672185430463576
676,1006,0.16655629139072847
438,1005,0.16639072847682118
546,1001,0.16572847682119204
119,1001,0.16572847682119204
194,997,0.1650662251655629
251,996,0.16490066225165562
331,996,0.16490066225165562
831,994,0.16456953642384106
565,990,0.16390728476821192
619,990,0.16390728476821192
1528,989,0.16374172185430463
1200,989,0.16374172185430463
120,988,0.16357615894039734
729,986,0.1632450331125828
166,983,0.16274834437086091
392,982,0.16258278145695365
504,980,0.16225165562913907
275,978,0.16192052980132451
110,975,0.16142384105960264
433,972,0.1609271523178808
767,970,0.1605960264900662
198,967,0.16009933774834437
470,966,0.15993377483443708
125,954,0.15794701986754967
814,948,0.15695364238410597
808,948,0.15695364238410597
75,945,0.1564569536423841
454,945,0.1564569536423841
740,945,0.1564569536423841
609,943,0.15612582781456955
255,940,0.15562913907284767
435,938,0.15529801324503312
236,938,0.15529801324503312
635,936,0.15496688741721854
231,935,0.15480132450331127
597,930,0.15397350993377484
47,928,0.15364238410596026
383,928,0.15364238410596026
141,927,0.15347682119205297
644,927,0.15347682119205297
756,926,0.1533112582781457
555,925,0.15314569536423842
982,923,0.15281456953642383
909,914,0.15132450331125827
1061,914,0.15132450331125827
1241,913,0.151158940397351
200,912,0.1509933774834437
521,909,0.15049668874172187
272,908,0.15033112582781458
1712,908,0.15033112582781458
371,907,0.15016556291390729
1253,905,0.1498344370860927
929,902,0.14933774834437086
864,899,0.148841059602649
216,897,0.14850993377483443
1058,895,0.14817880794701987
843,888,0.14701986754966886
1118,886,0.1466887417218543
1210,886,0.1466887417218543
431,885,0.14652317880794702
945,885,0.14652317880794702
256,884,0.14635761589403973
374,884,0.14635761589403973
702,884,0.14635761589403973
905,882,0.14602649006622517
14,882,0.14602649006622517
535,882,0.14602649006622517
1014,874,0.1447019867549669
732,874,0.1447019867549669
1150,872,0.14437086092715232
74,869,0.14387417218543047
112,865,0.14321192052980133
608,864,0.14304635761589404
1145,862,0.14271523178807946
319,862,0.14271523178807946
517,862,0.14271523178807946
136,861,0.1425496688741722
614,861,0.1425496688741722
52,855,0.14155629139072848
287,853,0.1412251655629139
1308,852,0.14105960264900663
372,850,0.14072847682119205
840,846,0.1400662251655629
941,840,0.1390728476821192
625,839,0.13890728476821193
1348,839,0.13890728476821193
900,838,0.13874172185430464
690,838,0.13874172185430464
1310,838,0.13874172185430464
417,835,0.1382450331125828
1195,832,0.13774834437086092
718,831,0.13758278145695363
911,826,0.13675496688741723
769,825,0.13658940397350994
146,825,0.13658940397350994
465,824,0.13642384105960265
215,822,0.1360927152317881
519,821,0.1359271523178808
400,820,0.1357615894039735
426,817,0.13526490066225166
138,817,0.13526490066225166
137,811,0.13427152317880794
1042,811,0.13427152317880794
1181,809,0.1339403973509934
188,809,0.1339403973509934
762,807,0.1336092715231788
93,806,0.13344370860927152
1344,803,0.13294701986754967
122,803,0.13294701986754967
678,802,0.13278145695364238
163,802,0.13278145695364238
799,802,0.13278145695364238
83,802,0.13278145695364238
240,799,0.13228476821192053
1120,798,0.13211920529801324
1149,795,0.1316225165562914
860,793,0.13129139072847681
641,792,0.13112582781456952
866,791,0.13096026490066226
349,791,0.13096026490066226
865,789,0.13062913907284768
754,789,0.13062913907284768
527,786,0.13013245033112583
69,786,0.13013245033112583
1297,781,0.1293046357615894
1194,780,0.1291390728476821
98,779,0.12897350993377482
919,777,0.12864238410596027
575,777,0.12864238410596027
715,776,0.12847682119205298
489,774,0.12814569536423842
1098,773,0.12798013245033113
94,773,0.12798013245033113
109,772,0.12781456953642384
728,771,0.12764900662251655
765,768,0.1271523178807947
657,766,0.12682119205298012
1135,765,0.12665562913907286
1251,765,0.12665562913907286
1240,765,0.12665562913907286
829,765,0.12665562913907286
8,763,0.12632450331125827
414,761,0.12599337748344372
461,760,0.12582781456953643
292,756,0.1251655629139073
212,756,0.1251655629139073
332,755,0.125
542,751,0.12433774834437086
726,751,0.12433774834437086
925,751,0.12433774834437086
1270,751,0.12433774834437086
651,750,0.12417218543046357
1586,750,0.12417218543046357
922,745,0.12334437086092716
1001,744,0.12317880794701987
798,744,0.12317880794701987
720,742,0.1228476821192053
1041,741,0.12268211920529801
990,741,0.12268211920529801
1313,740,0.12251655629139073
482,738,0.12218543046357616
630,736,0.12185430463576159
375,734,0.12152317880794702
1232,733,0.12135761589403973
79,733,0.12135761589403973
1535,733,0.12135761589403973
1545,732,0.12119205298013246
1101,730,0.12086092715231789
204,729,0.1206953642384106
693,729,0.1206953642384106
324,724,0.11986754966887417
291,723,0.11970198675496689
666,722,0.1195364238410596
656,722,0.1195364238410596
525,720,0.11920529801324503
226,719,0.11903973509933775
1301,719,0.11903973509933775
170,718,0.11887417218543046
795,716,0.1185430463576159
717,716,0.1185430463576159
294,715,0.1183774834437086
556,714,0.11821192052980133
1131,712,0.11788079470198676
444,711,0.11771523178807947
591,710,0.11754966887417219
1475,707,0.11705298013245033
416,705,0.11672185430463576
520,705,0.11672185430463576
6,704,0.11655629139072848
129,703,0.11639072847682119
573,701,0.11605960264900662
1285,701,0.11605960264900662
222,700,0.11589403973509933
862,700,0.11589403973509933
861,700,0.11589403973509933
622,699,0.11572847682119206
1517,697,0.11539735099337749
839,696,0.1152317880794702
1185,695,0.11506622516556292
491,693,0.11473509933774835
1038,693,0.11473509933774835
182,692,0.11456953642384106
501,691,0.11440397350993377
1529,688,0.11390728476821192
419,687,0.11374172185430463
523,687,0.11374172185430463
111,686,0.11357615894039735
72,686,0.11357615894039735
179,682,0.11291390728476822
745,682,0.11291390728476822
871,682,0.11291390728476822
328,682,0.11291390728476822
363,680,0.11258278145695365
18,680,0.11258278145695365
828,679,0.11241721854304636
2011,677,0.11208609271523179
82,676,0.1119205298013245
88,676,0.1119205298013245
566,675,0.11175496688741722
939,674,0.11158940397350993
675,673,0.11142384105960265
639,673,0.11142384105960265
584,672,0.11125827814569536
585,672,0.11125827814569536
87,671,0.11109271523178808
590,669,0.11076158940397351
325,667,0.11043046357615895
369,667,0.11043046357615895
564,667,0.11043046357615895
1431,667,0.11043046357615895
731,666,0.11026490066225166
274,666,0.11026490066225166
596,664,0.10993377483443709
890,664,0.10993377483443709
1730,663,0.1097682119205298
793,660,0.10927152317880795
495,658,0.10894039735099338
949,658,0.10894039735099338
617,658,0.10894039735099338
29,657,0.10877483443708609
1105,657,0.10877483443708609
794,654,0.10827814569536424
42,652,0.10794701986754966
975,652,0.10794701986754966
776,651,0.10778145695364238
880,650,0.1076158940397351
1154,646,0.10695364238410596
30,645,0.10678807947019868
1539,645,0.10678807947019868
815,643,0.10645695364238411
1674,643,0.10645695364238411
606,641,0.10612582781456954
107,640,0.10596026490066225
506,640,0.10596026490066225
876,640,0.10596026490066225
130,638,0.10562913907284768
2,636,0.10529801324503311
1070,636,0.10529801324503311
1003,636,0.10529801324503311
873,634,0.10496688741721855
143,634,0.10496688741721855
258,630,0.10430463576158941
885,630,0.10430463576158941
695,628,0.10397350993377484
1092,628,0.10397350993377484
964,628,0.10397350993377484
1456,628,0.10397350993377484
474,628,0.10397350993377484
903,627,0.10380794701986755
856,626,0.10364238410596026
425,626,0.10364238410596026
91,626,0.10364238410596026
921,626,0.10364238410596026
1011,625,0.10347682119205298
359,624,0.10331125827814569
881,624,0.10331125827814569
836,624,0.10331125827814569
312,623,0.10314569536423841
311,622,0.10298013245033112
1000,618,0.10231788079470198
716,616,0.10198675496688742
825,616,0.10198675496688742
1651,615,0.10182119205298014
1365,615,0.10182119205298014
1209,615,0.10182119205298014
837,613,0.10149006622516556
1133,613,0.10149006622516556
288,613,0.10149006622516556
908,612,0.10132450331125828
187,612,0.10132450331125828
847,611,0.10115894039735099
357,608,0.10066225165562914
238,608,0.10066225165562914
1084,606,0.10033112582781457
970,605,0.10016556291390728
522,602,0.09966887417218544
1423,599,0.09917218543046358
730,599,0.09917218543046358
936,598,0.09900662251655629
562,594,0.09834437086092715
612,594,0.09834437086092715
593,593,0.09817880794701987
631,591,0.0978476821192053
623,591,0.0978476821192053
1331,590,0.09768211920529801
516,590,0.09768211920529801
17,589,0.09751655629139074
149,588,0.09735099337748344
387,584,0.09668874172185431
1280,584,0.09668874172185431
1258,583,0.09652317880794702
500,583,0.09652317880794702
723,582,0.09635761589403974
923,579,0.09586092715231788
219,578,0.0956953642384106
1162,577,0.09552980132450331
37,577,0.09552980132450331
655,575,0.09519867549668874
1088,573,0.09486754966887417
771,573,0.09486754966887417
229,572,0.09470198675496688
857,572,0.09470198675496688
366,571,0.0945364238410596
1226,570,0.09437086092715231
1230,569,0.09420529801324504
1190,569,0.09420529801324504
46,568,0.09403973509933775
594,567,0.09387417218543047
878,565,0.0935430463576159
615,565,0.0935430463576159
1046,565,0.0935430463576159
131,565,0.0935430463576159
887,564,0.09337748344370861
1184,564,0.09337748344370861
115,564,0.09337748344370861
327,564,0.09337748344370861
849,563,0.09321192052980132
1341,563,0.09321192052980132
1023,562,0.09304635761589404
196,562,0.09304635761589404
439,561,0.09288079470198675
411,560,0.09271523178807947
1157,560,0.09271523178807947
173,559,0.09254966887417218
77,559,0.09254966887417218
508,559,0.09254966887417218
1629,558,0.0923841059602649
1216,558,0.0923841059602649
753,557,0.09221854304635761
869,557,0.09221854304635761
484,555,0.09188741721854304
448,554,0.09172185430463577
673,554,0.09172185430463577
916,553,0.09155629139072848
1237,551,0.0912251655629139
1259,550,0.09105960264900662
701,549,0.09089403973509934
1111,549,0.09089403973509934
1405,548,0.09072847682119205
192,548,0.09072847682119205
53,548,0.09072847682119205
409,545,0.0902317880794702
1276,544,0.09006622516556291
993,542,0.08973509933774834
842,542,0.08973509933774834
1346,542,0.08973509933774834
954,541,0.08956953642384106
704,541,0.08956953642384106
960,541,0.08956953642384106
577,541,0.08956953642384106
144,540,0.08940397350993377
783,536,0.08874172185430464
853,535,0.08857615894039735
568,534,0.08841059602649007
399,534,0.08841059602649007
683,533,0.08824503311258278
800,533,0.08824503311258278
1264,530,0.08774834437086093
193,529,0.08758278145695364
686,528,0.08741721854304636
932,527,0.08725165562913907
1,525,0.0869205298013245
682,525,0.0869205298013245
296,524,0.08675496688741721
323,523,0.08658940397350993
208,522,0.08642384105960264
159,521,0.08625827814569537
1691,520,0.08609271523178808
553,520,0.08609271523178808
101,519,0.0859271523178808
803,518,0.0857615894039735
696,518,0.0857615894039735
692,516,0.08543046357615894
688,515,0.08526490066225166
1368,515,0.08526490066225166
1231,514,0.08509933774834437
1304,514,0.08509933774834437
268,513,0.08493377483443709
760,512,0.0847682119205298
1242,511,0.08460264900662251
1198,511,0.08460264900662251
632,511,0.08460264900662251
1176,510,0.08443708609271523
530,509,0.08427152317880794
1064,507,0.08394039735099337
284,507,0.08394039735099337
423,506,0.0837748344370861
868,506,0.0837748344370861
178,505,0.0836092715231788
1272,504,0.08344370860927153
663,504,0.08344370860927153
99,502,0.08311258278145696
453,501,0.08294701986754967
412,501,0.08294701986754967
1102,500,0.08278145695364239
1063,499,0.0826158940397351
446,499,0.0826158940397351
588,498,0.08245033112582781
1723,498,0.08245033112582781
1558,497,0.08228476821192053
580,497,0.08228476821192053
2091,496,0.08211920529801324
135,495,0.08195364238410596
73,495,0.08195364238410596
1726,493,0.0816225165562914
95,493,0.0816225165562914
1393,493,0.0816225165562914
488,492,0.0814569536423841
276,491,0.08129139072847683
34,490,0.08112582781456953
405,489,0.08096026490066226
1069,487,0.08062913907284769
898,487,0.08062913907284769
201,485,0.0802980132450331
917,485,0.0802980132450331
480,483,0.07996688741721854
681,483,0.07996688741721854
348,483,0.07996688741721854
1450,482,0.07980132450331126
418,481,0.07963576158940397
1004,480,0.07947019867549669
337,480,0.07947019867549669
1283,480,0.07947019867549669
464,479,0.0793046357615894
1492,479,0.0793046357615894
1333,478,0.07913907284768212
365,478,0.07913907284768212
999,478,0.07913907284768212
858,477,0.07897350993377483
1081,477,0.07897350993377483
958,477,0.07897350993377483
463,476,0.07880794701986756
877,476,0.07880794701986756
1177,475,0.07864238410596026
910,475,0.07864238410596026
479,475,0.07864238410596026
1433,475,0.07864238410596026
1103,475,0.07864238410596026
1336,475,0.07864238410596026
510,474,0.07847682119205299
1488,474,0.07847682119205299
703,474,0.07847682119205299
979,474,0.07847682119205299
539,473,0.0783112582781457
563,472,0.0781456953642384
1163,471,0.07798013245033113
1617,471,0.07798013245033113
1685,471,0.07798013245033113
1449,470,0.07781456953642384
968,470,0.07781456953642384
32,469,0.07764900662251656
502,469,0.07764900662251656
308,466,0.0771523178807947
1526,464,0.07682119205298013
1007,463,0.07665562913907285
1856,463,0.07665562913907285
872,463,0.07665562913907285
342,462,0.07649006622516556
157,461,0.07632450331125828
1071,461,0.07632450331125828
121,461,0.07632450331125828
1202,460,0.076158940397351
1292,460,0.076158940397351
180,459,0.0759933774834437
340,459,0.0759933774834437
576,458,0.07582781456953643
1655,458,0.07582781456953643
1352,457,0.07566225165562913
599,456,0.07549668874172186
460,456,0.07549668874172186
361,455,0.07533112582781457
1155,455,0.07533112582781457
1613,454,0.07516556291390729
950,453,0.075
1453,453,0.075
560,453,0.075
1523,453,0.075
467,452,0.07483443708609272
140,452,0.07483443708609272
191,451,0.07466887417218543
1179,451,0.07466887417218543
618,451,0.07466887417218543
2003,451,0.07466887417218543
63,450,0.07450331125827815
1049,450,0.07450331125827815
106,450,0.07450331125827815
355,450,0.07450331125827815
65,448,0.07417218543046358
1662,448,0.07417218543046358
937,448,0.07417218543046358
278,447,0.07400662251655629
1387,447,0.07400662251655629
552,446,0.073841059602649
1271,445,0.07367549668874172
1451,445,0.07367549668874172
1566,445,0.07367549668874172
2041,443,0.07334437086092715
1211,443,0.07334437086092715
1503,443,0.07334437086092715
1499,442,0.07317880794701986
16,442,0.07317880794701986
56,441,0.07301324503311259
1066,440,0.0728476821192053
1016,438,0.07251655629139073
1439,438,0.07251655629139073
21,438,0.07251655629139073
545,437,0.07235099337748345
1715,436,0.07218543046357616
2320,435,0.07201986754966887
1644,434,0.07185430463576159
1095,434,0.07185430463576159
1213,434,0.07185430463576159
746,433,0.0716887417218543
1459,433,0.0716887417218543
31,431,0.07135761589403973
260,431,0.07135761589403973
561,431,0.07135761589403973
354,430,0.07119205298013245
918,429,0.07102649006622516
415,429,0.07102649006622516
1309,428,0.07086092715231788
983,428,0.07086092715231788
581,427,0.0706953642384106
162,426,0.07052980132450332
1467,426,0.07052980132450332
1019,425,0.07036423841059603
648,425,0.07036423841059603
1935,423,0.07003311258278146
1113,422,0.06986754966887417
724,422,0.06986754966887417
76,421,0.06970198675496689
931,421,0.06970198675496689
293,421,0.06970198675496689
267,420,0.0695364238410596
810,420,0.0695364238410596
1381,420,0.0695364238410596
897,419,0.06937086092715232
1887,419,0.06937086092715232
1300,418,0.06920529801324503
1165,418,0.06920529801324503
734,418,0.06920529801324503
1764,417,0.06903973509933775
879,417,0.06903973509933775
1328,416,0.06887417218543046
1482,416,0.06887417218543046
557,416,0.06887417218543046
1537,416,0.06887417218543046
551,415,0.06870860927152318
379,415,0.06870860927152318
1604,414,0.06854304635761589
1419,413,0.06837748344370861
735,413,0.06837748344370861
1454,413,0.06837748344370861
687,412,0.06821192052980132
638,410,0.06788079470198675
870,410,0.06788079470198675
493,410,0.06788079470198675
1130,409,0.06771523178807946
1585,408,0.06754966887417219
727,407,0.0673841059602649
1126,406,0.06721854304635762
532,405,0.06705298013245033
142,405,0.06705298013245033
1022,404,0.06688741721854305
1034,404,0.06688741721854305
610,403,0.06672185430463576
364,403,0.06672185430463576
487,403,0.06672185430463576
665,403,0.06672185430463576
61,402,0.06655629139072848
1072,401,0.06639072847682119
894,401,0.06639072847682119
1274,401,0.06639072847682119
1262,400,0.06622516556291391
1085,399,0.06605960264900662
1862,399,0.06605960264900662
2036,398,0.06589403973509934
1278,397,0.06572847682119205
1371,397,0.06572847682119205
1670,395,0.06539735099337748
1687,395,0.06539735099337748
445,395,0.06539735099337748
1675,394,0.0652317880794702
266,394,0.0652317880794702
667,392,0.06490066225165562
583,392,0.06490066225165562
1382,392,0.06490066225165562
118,391,0.06473509933774835
2139,391,0.06473509933774835
1633,391,0.06473509933774835
2153,390,0.06456953642384106
35,390,0.06456953642384106
1087,389,0.06440397350993378
1236,389,0.06440397350993378
1851,389,0.06440397350993378
1244,388,0.06423841059602649
998,388,0.06423841059602649
1172,388,0.06423841059602649
1347,387,0.06407284768211921
1359,387,0.06407284768211921
481,387,0.06407284768211921
1248,386,0.06390728476821192
252,386,0.06390728476821192
1665,386,0.06390728476821192
1465,386,0.06390728476821192
668,385,0.06374172185430464
1112,385,0.06374172185430464
1218,385,0.06374172185430464
698,385,0.06374172185430464
1030,383,0.06341059602649006
358,383,0.06341059602649006
694,383,0.06341059602649006
988,383,0.06341059602649006
25,382,0.06324503311258278
850,382,0.06324503311258278
462,382,0.06324503311258278
1326,381,0.06307947019867549
306,381,0.06307947019867549
12,380,0.06291390728476821
1067,380,0.06291390728476821
739,380,0.06291390728476821
1831,380,0.06291390728476821
54,379,0.06274834437086092
1582,379,0.06274834437086092
955,379,0.06274834437086092
848,379,0.06274834437086092
1967,378,0.06258278145695365
1080,378,0.06258278145695365
1275,375,0.062086092715231786
1476,375,0.062086092715231786
1250,375,0.062086092715231786
1577,374,0.0619205298013245
699,374,0.0619205298013245
1797,374,0.0619205298013245
1448,374,0.0619205298013245
772,373,0.06175496688741722
1008,373,0.06175496688741722
935,373,0.06175496688741722
1531,372,0.06158940397350993
1641,372,0.06158940397350993
1755,372,0.06158940397350993
1153,372,0.06158940397350993
1303,371,0.06142384105960265
1267,370,0.061258278145695365
1027,369,0.06109271523178808
197,369,0.06109271523178808
1254,369,0.06109271523178808
1273,369,0.06109271523178808
220,368,0.060927152317880796
1396,367,0.06076158940397351
1345,367,0.06076158940397351
1744,367,0.06076158940397351
1592,366,0.06059602649006623
483,366,0.06059602649006623
1355,365,0.060430463576158944
759,365,0.060430463576158944
645,365,0.060430463576158944
1596,365,0.060430463576158944
394,365,0.060430463576158944
1847,364,0.06026490066225165
1316,364,0.06026490066225165
1054,364,0.06026490066225165
469,363,0.06009933774834437
1295,363,0.06009933774834437
904,362,0.059933774834437084
1173,362,0.059933774834437084
1036,362,0.059933774834437084
1406,362,0.059933774834437084
1039,361,0.0597682119205298
401,361,0.0597682119205298
601,360,0.059602649006622516
571,360,0.059602649006622516
2046,360,0.059602649006622516
2030,359,0.05943708609271523
1418,358,0.05927152317880795
1050,358,0.05927152317880795
1053,358,0.05927152317880795
172,358,0.05927152317880795
1837,358,0.05927152317880795
852,357,0.05910596026490066
71,357,0.05910596026490066
1500,356,0.05894039735099338
1509,356,0.05894039735099338
700,356,0.05894039735099338
787,355,0.058774834437086095
1037,355,0.058774834437086095
472,355,0.058774834437086095
1114,355,0.058774834437086095
1234,355,0.058774834437086095
1711,354,0.05860927152317881
1212,354,0.05860927152317881
1394,354,0.05860927152317881
2237,354,0.05860927152317881
457,354,0.05860927152317881
1913,353,0.058443708609271526
1068,353,0.058443708609271526
884,353,0.058443708609271526
507,353,0.058443708609271526
1137,352,0.05827814569536424
1340,352,0.05827814569536424
1472,352,0.05827814569536424
2269,351,0.05811258278145695
447,351,0.05811258278145695
1094,350,0.057947019867549666
158,350,0.057947019867549666
1868,350,0.057947019867549666
55,350,0.057947019867549666
1312,350,0.057947019867549666
459,349,0.05778145695364238
1664,348,0.0576158940397351
1963,348,0.0576158940397351
1015,348,0.0576158940397351
1998,346,0.05728476821192053
1033,346,0.05728476821192053
1864,346,0.05728476821192053
2144,346,0.05728476821192053
1417,346,0.05728476821192053
2343,345,0.057119205298013245
1383,345,0.057119205298013245
1166,345,0.057119205298013245
1846,345,0.057119205298013245
152,344,0.05695364238410596
511,344,0.05695364238410596
24,344,0.05695364238410596
518,344,0.05695364238410596
1649,343,0.05678807947019868
1761,343,0.05678807947019868
620,343,0.05678807947019868
697,342,0.05662251655629139
1168,341,0.05645695364238411
1091,341,0.05645695364238411
1051,341,0.05645695364238411
2158,341,0.05645695364238411
304,340,0.056291390728476824
1225,339,0.05612582781456953
742,339,0.05612582781456953
1208,338,0.05596026490066225
1119,338,0.05596026490066225
1290,338,0.05596026490066225
49,338,0.05596026490066225
66,337,0.055794701986754965
1801,335,0.055463576158940396
2483,334,0.05529801324503311
452,333,0.05513245033112583
934,332,0.05496688741721854
526,331,0.05480132450331126
108,331,0.05480132450331126
345,330,0.054635761589403975
974,330,0.054635761589403975
1584,330,0.054635761589403975
1024,329,0.05447019867549669
1855,328,0.054304635761589407
1590,328,0.054304635761589407
1263,328,0.054304635761589407
497,327,0.05413907284768212
81,327,0.05413907284768212
1338,326,0.05397350993377483
1376,326,0.05397350993377483
1542,325,0.05380794701986755
1156,325,0.05380794701986755
1578,325,0.05380794701986755
377,325,0.05380794701986755
763,325,0.05380794701986755
1717,324,0.05364238410596026
1583,324,0.05364238410596026
388,323,0.05347682119205298
1516,322,0.053311258278145694
1843,321,0.05314569536423841
926,321,0.05314569536423841
1192,321,0.05314569536423841
471,321,0.05314569536423841
845,320,0.052980132450331126
334,320,0.052980132450331126
2235,319,0.05281456953642384
2109,319,0.05281456953642384
1939,319,0.05281456953642384
680,319,0.05281456953642384
1289,318,0.05264900662251656
2227,317,0.05248344370860927
1083,317,0.05248344370860927
265,317,0.05248344370860927
1563,317,0.05248344370860927
1141,317,0.05248344370860927
269,316,0.05231788079470199
1351,315,0.052152317880794705
475,315,0.052152317880794705
468,314,0.05198675496688742
2018,314,0.05198675496688742
1836,312,0.051655629139072845
777,312,0.051655629139072845
1096,312,0.051655629139072845
1832,312,0.051655629139072845
1078,311,0.05149006622516556
834,310,0.05132450331125828
1151,309,0.05115894039735099
1668,308,0.05099337748344371
812,308,0.05099337748344371
2232,308,0.05099337748344371
351,307,0.050827814569536424
1595,306,0.05066225165562914
404,306,0.05066225165562914
1570,306,0.05066225165562914
1182,306,0.05066225165562914
2127,306,0.05066225165562914
1260,306,0.05066225165562914
1610,305,0.050496688741721855
2671,305,0.050496688741721855
1497,305,0.050496688741721855
582,305,0.050496688741721855
1579,305,0.050496688741721855
832,304,0.05033112582781457
2066,304,0.05033112582781457
281,304,0.05033112582781457
892,304,0.05033112582781457
