artist,count,popularity
744,313,0.10433333333333333
808,313,0.10433333333333333
5859,313,0.10433333333333333
1856,313,0.10433333333333333
4193,312,0.104
41,311,0.10366666666666667
286,310,0.10333333333333333
718,310,0.10333333333333333
4884,310,0.10333333333333333
1248,310,0.10333333333333333
2867,310,0.10333333333333333
42,310,0.10333333333333333
357,309,0.103
314,308,0.10266666666666667
2516,308,0.10266666666666667
4675,307,0.10233333333333333
4273,307,0.10233333333333333
1682,306,0.102
2352,306,0.102
2447,306,0.102
2550,306,0.102
1095,305,0.10166666666666667
301,304,0.10133333333333333
3179,304,0.10133333333333333
2041,303,0.101
1289,303,0.101
1596,303,0.101
3303,303,0.101
3721,303,0.101
1081,302,0.10066666666666667
1165,302,0.10066666666666667
2066,302,0.10066666666666667
3216,302,0.10066666666666667
2059,302,0.10066666666666667
5719,302,0.10066666666666667
2211,302,0.10066666666666667
2389,302,0.10066666666666667
4230,302,0.10066666666666667
2472,301,0.10033333333333333
4290,301,0.10033333333333333
3855,301,0.10033333333333333
4757,301,0.10033333333333333
668,301,0.10033333333333333
3100,301,0.10033333333333333
2951,300,0.1
956,299,0.09966666666666667
20,299,0.09966666666666667
2568,299,0.09966666666666667
760,299,0.09966666666666667
2362,298,0.09933333333333333
669,298,0.09933333333333333
1892,298,0.09933333333333333
2508,297,0.099
2861,297,0.099
258,297,0.099
1743,297,0.099
321,296,0.09866666666666667
170,296,0.09866666666666667
37,296,0.09866666666666667
684,295,0.09833333333333333
1074,295,0.09833333333333333
212,295,0.09833333333333333
1599,295,0.09833333333333333
2941,295,0.09833333333333333
1259,294,0.098
3150,294,0.098
2813,294,0.098
522,293,0.09766666666666667
3422,293,0.09766666666666667
2555,293,0.09766666666666667
805,293,0.09766666666666667
1100,293,0.09766666666666667
627,292,0.09733333333333333
720,292,0.09733333333333333
1367,291,0.097
1847,291,0.097
235,291,0.097
2418,291,0.097
2390,290,0.09666666666666666
1239,290,0.09666666666666666
231,290,0.09666666666666666
839,290,0.09666666666666666
47,290,0.09666666666666666
1102,289,0.09633333333333334
4756,289,0.09633333333333334
853,288,0.096
3351,288,0.096
900,287,0.09566666666666666
575,287,0.09566666666666666
1899,286,0.09533333333333334
1000,286,0.09533333333333334
3160,286,0.09533333333333334
334,286,0.09533333333333334
2757,285,0.095
2921,285,0.095
5862,285,0.095
582,285,0.095
3182,284,0.09466666666666666
9,284,0.09466666666666666
2924,283,0.09433333333333334
6200,282,0.094
1271,282,0.094
1051,281,0.09366666666666666
2396,281,0.09366666666666666
596,281,0.09366666666666666
1341,281,0.09366666666666666
4585,280,0.09333333333333334
2169,280,0.09333333333333334
1630,280,0.09333333333333334
1652,280,0.09333333333333334
5570,280,0.09333333333333334
1379,279,0.093
2598,279,0.093
2524,278,0.09266666666666666
952,278,0.09266666666666666
3099,278,0.09266666666666666
775,277,0.09233333333333334
4773,276,0.092
3387,276,0.092
1688,276,0.092
297,276,0.092
3816,275,0.09166666666666666
965,275,0.09166666666666666
1865,275,0.09166666666666666
2467,275,0.09166666666666666
995,274,0.09133333333333334
1057,274,0.09133333333333334
1675,274,0.09133333333333334
777,274,0.09133333333333334
277,274,0.09133333333333334
2133,273,0.091
3835,273,0.091
1683,273,0.091
3873,273,0.091
2753,273,0.091
721,273,0.091
4679,273,0.091
188,272,0.09066666666666667
3111,272,0.09066666666666667
1011,272,0.09066666666666667
1247,271,0.09033333333333333
4261,271,0.09033333333333333
2411,270,0.09
3116,270,0.09
1639,270,0.09
1281,269,0.08966666666666667
4214,269,0.08966666666666667
5289,269,0.08966666666666667
2168,269,0.08966666666666667
185,269,0.08966666666666667
4672,268,0.08933333333333333
1393,268,0.08933333333333333
2466,268,0.08933333333333333
1278,266,0.08866666666666667
419,266,0.08866666666666667
2922,266,0.08866666666666667
1859,266,0.08866666666666667
1886,266,0.08866666666666667
1099,265,0.08833333333333333
1389,265,0.08833333333333333
165,265,0.08833333333333333
3847,265,0.08833333333333333
1850,265,0.08833333333333333
2078,265,0.08833333333333333
1322,265,0.08833333333333333
812,265,0.08833333333333333
6188,264,0.088
23,264,0.088
738,264,0.088
2388,264,0.088
859,263,0.08766666666666667
890,262,0.08733333333333333
200,262,0.08733333333333333
1844,262,0.08733333333333333
2794,262,0.08733333333333333
2148,262,0.08733333333333333
3460,262,0.08733333333333333
2143,261,0.087
4224,261,0.087
4644,261,0.087
289,260,0.08666666666666667
2420,260,0.08666666666666667
244,260,0.08666666666666667
269,260,0.08666666666666667
778,260,0.08666666666666667
2559,259,0.08633333333333333
187,259,0.08633333333333333
644,259,0.08633333333333333
3772,259,0.08633333333333333
1445,259,0.08633333333333333
2827,259,0.08633333333333333
2563,258,0.086
2216,258,0.086
3162,258,0.086
1667,258,0.086
1087,257,0.08566666666666667
6833,257,0.08566666666666667
5573,257,0.08566666666666667
825,257,0.08566666666666667
1842,256,0.08533333333333333
2579,256,0.08533333333333333
2815,256,0.08533333333333333
5883,256,0.08533333333333333
5720,255,0.085
2894,254,0.08466666666666667
3808,254,0.08466666666666667
134,254,0.08466666666666667
4590,253,0.08433333333333333
4780,253,0.08433333333333333
2919,252,0.084
2395,252,0.084
3483,252,0.084
3287,252,0.084
5025,251,0.08366666666666667
737,251,0.08366666666666667
2022,251,0.08366666666666667
2088,251,0.08366666666666667
2831,251,0.08366666666666667
727,251,0.08366666666666667
1098,251,0.08366666666666667
4796,251,0.08366666666666667
5525,250,0.08333333333333333
203,250,0.08333333333333333
14,250,0.08333333333333333
2801,250,0.08333333333333333
1711,250,0.08333333333333333
1052,249,0.083
5048,249,0.083
5280,249,0.083
1269,249,0.083
1717,249,0.083
1834,249,0.083
5557,248,0.08266666666666667
307,248,0.08266666666666667
2939,248,0.08266666666666667
5008,248,0.08266666666666667
1176,248,0.08266666666666667
21,247,0.08233333333333333
782,247,0.08233333333333333
292,247,0.08233333333333333
1006,247,0.08233333333333333
2385,246,0.082
5555,246,0.082
851,246,0.082
234,245,0.08166666666666667
1075,245,0.08166666666666667
1887,245,0.08166666666666667
1673,245,0.08166666666666667
1835,245,0.08166666666666667
1597,244,0.08133333333333333
2871,244,0.08133333333333333
169,243,0.081
3101,243,0.081
5049,243,0.081
1272,243,0.081
2076,243,0.081
2881,243,0.081
831,242,0.08066666666666666
2850,242,0.08066666666666666
2384,241,0.08033333333333334
3365,241,0.08033333333333334
1255,240,0.08
2403,240,0.08
4228,240,0.08
3434,240,0.08
240,240,0.08
1288,240,0.08
2841,240,0.08
3153,240,0.08
809,239,0.07966666666666666
1687,239,0.07966666666666666
1063,239,0.07966666666666666
64,239,0.07966666666666666
1402,238,0.07933333333333334
125,238,0.07933333333333334
259,238,0.07933333333333334
1660,238,0.07933333333333334
2142,238,0.07933333333333334
4046,237,0.079
3149,237,0.079
711,237,0.079
1672,236,0.07866666666666666
1148,236,0.07866666666666666
1118,236,0.07866666666666666
3134,236,0.07866666666666666
1840,236,0.07866666666666666
3266,236,0.07866666666666666
5174,236,0.07866666666666666
2975,236,0.07866666666666666
2079,236,0.07866666666666666
3441,236,0.07866666666666666
3350,236,0.07866666666666666
975,236,0.07866666666666666
4386,235,0.07833333333333334
2386,235,0.07833333333333334
2437,234,0.078
1104,234,0.078
1041,234,0.078
186,234,0.078
4673,234,0.078
174,233,0.07766666666666666
837,233,0.07766666666666666
2047,233,0.07766666666666666
3892,233,0.07766666666666666
413,233,0.07766666666666666
2812,233,0.07766666666666666
1946,232,0.07733333333333334
6235,232,0.07733333333333334
1117,232,0.07733333333333334
2878,232,0.07733333333333334
396,232,0.07733333333333334
3737,231,0.077
772,231,0.077
3848,231,0.077
295,231,0.077
2767,231,0.077
4372,230,0.07666666666666666
3739,230,0.07666666666666666
881,230,0.07666666666666666
4793,230,0.07666666666666666
769,230,0.07666666666666666
4338,229,0.07633333333333334
2209,229,0.07633333333333334
640,229,0.07633333333333334
2449,229,0.07633333333333334
276,229,0.07633333333333334
1657,229,0.07633333333333334
1292,228,0.076
7379,228,0.076
1008,228,0.076
5685,228,0.076
1720,228,0.076
985,228,0.076
705,227,0.07566666666666666
1828,227,0.07566666666666666
1319,227,0.07566666666666666
7531,227,0.07566666666666666
2139,227,0.07566666666666666
1005,226,0.07533333333333334
7480,226,0.07533333333333334
849,226,0.07533333333333334
1302,226,0.07533333333333334
2095,226,0.07533333333333334
2172,226,0.07533333333333334
3255,226,0.07533333333333334
2489,226,0.07533333333333334
2817,225,0.075
3348,225,0.075
2474,225,0.075
2372,225,0.075
2940,225,0.075
2364,224,0.07466666666666667
215,224,0.07466666666666667
6206,224,0.07466666666666667
792,224,0.07466666666666667
2755,224,0.07466666666666667
1091,224,0.07466666666666667
309,224,0.07466666666666667
4586,223,0.07433333333333333
1910,223,0.07433333333333333
1073,223,0.07433333333333333
4339,222,0.074
1592,222,0.074
4003,222,0.074
205,221,0.07366666666666667
2074,221,0.07366666666666667
1279,220,0.07333333333333333
834,220,0.07333333333333333
3417,220,0.07333333333333333
1391,220,0.07333333333333333
3769,219,0.073
4191,219,0.073
3359,219,0.073
1032,219,0.073
2782,218,0.07266666666666667
3138,218,0.07266666666666667
143,218,0.07266666666666667
755,218,0.07266666666666667
2764,218,0.07266666666666667
6,218,0.07266666666666667
6819,218,0.07266666666666667
1830,217,0.07233333333333333
2235,217,0.07233333333333333
2762,217,0.07233333333333333
2439,217,0.07233333333333333
0,217,0.07233333333333333
7091,217,0.07233333333333333
3136,217,0.07233333333333333
343,216,0.072
3185,216,0.072
151,216,0.072
130,216,0.072
704,216,0.072
2446,215,0.07166666666666667
1831,215,0.07166666666666667
613,215,0.07166666666666667
2118,215,0.07166666666666667
4189,215,0.07166666666666667
2917,215,0.07166666666666667
1913,214,0.07133333333333333
2234,214,0.07133333333333333
3445,213,0.071
4907,213,0.071
1264,213,0.071
8742,213,0.071
2402,213,0.071
254,213,0.071
1698,213,0.071
4251,213,0.071
1084,212,0.07066666666666667
2872,212,0.07066666666666667
444,212,0.07066666666666667
1709,212,0.07066666666666667
2213,212,0.07066666666666667
1332,212,0.07066666666666667
2068,212,0.07066666666666667
1147,212,0.07066666666666667
7713,212,0.07066666666666667
1853,212,0.07066666666666667
619,211,0.07033333333333333
609,211,0.07033333333333333
660,211,0.07033333333333333
1658,211,0.07033333333333333
1013,211,0.07033333333333333
7134,210,0.07
1069,210,0.07
6377,210,0.07
2450,210,0.07
3768,210,0.07
1317,210,0.07
1827,209,0.06966666666666667
3176,209,0.06966666666666667
6225,209,0.06966666666666667
5047,209,0.06966666666666667
1250,209,0.06966666666666667
749,209,0.06966666666666667
3902,209,0.06966666666666667
1659,209,0.06966666666666667
4333,209,0.06966666666666667
3006,209,0.06966666666666667
1508,209,0.06966666666666667
2053,208,0.06933333333333333
8629,208,0.06933333333333333
951,208,0.06933333333333333
2585,207,0.069
876,207,0.069
279,207,0.069
676,207,0.069
5018,207,0.069
8243,207,0.069
787,206,0.06866666666666667
6194,206,0.06866666666666667
210,206,0.06866666666666667
3379,206,0.06866666666666667
1062,206,0.06866666666666667
52,206,0.06866666666666667
1855,206,0.06866666666666667
2108,206,0.06866666666666667
2065,206,0.06866666666666667
2910,206,0.06866666666666667
795,206,0.06866666666666667
3280,205,0.06833333333333333
1001,205,0.06833333333333333
1027,205,0.06833333333333333
1653,205,0.06833333333333333
3738,205,0.06833333333333333
5267,205,0.06833333333333333
6662,205,0.06833333333333333
6680,205,0.06833333333333333
209,204,0.068
2393,204,0.068
2025,204,0.068
2046,204,0.068
1273,203,0.06766666666666667
3146,203,0.06766666666666667
3741,203,0.06766666666666667
651,202,0.06733333333333333
1274,202,0.06733333333333333
5496,202,0.06733333333333333
2935,202,0.06733333333333333
978,202,0.06733333333333333
3305,202,0.06733333333333333
229,202,0.06733333333333333
94,202,0.06733333333333333
225,202,0.06733333333333333
1713,202,0.06733333333333333
49,202,0.06733333333333333
6170,201,0.067
2517,201,0.067
819,201,0.067
4257,201,0.067
3221,201,0.067
8112,201,0.067
2130,201,0.067
3158,201,0.067
807,201,0.067
1097,201,0.067
2445,201,0.067
1484,201,0.067
1962,200,0.06666666666666667
5398,200,0.06666666666666667
319,200,0.06666666666666667
6975,200,0.06666666666666667
4359,200,0.06666666666666667
283,200,0.06666666666666667
4573,199,0.06633333333333333
1416,199,0.06633333333333333
1007,199,0.06633333333333333
1059,199,0.06633333333333333
1352,199,0.06633333333333333
2204,199,0.06633333333333333
298,198,0.066
1348,198,0.066
4750,198,0.066
3459,198,0.066
3889,197,0.06566666666666666
2909,197,0.06566666666666666
1858,197,0.06566666666666666
3139,197,0.06566666666666666
2127,197,0.06566666666666666
4391,197,0.06566666666666666
1382,197,0.06566666666666666
347,197,0.06566666666666666
1943,196,0.06533333333333333
776,196,0.06533333333333333
6040,196,0.06533333333333333
288,196,0.06533333333333333
3437,196,0.06533333333333333
860,196,0.06533333333333333
2789,196,0.06533333333333333
7544,195,0.065
3328,195,0.065
3729,195,0.065
969,195,0.065
6028,195,0.065
6026,194,0.06466666666666666
701,194,0.06466666666666666
1334,194,0.06466666666666666
252,194,0.06466666666666666
3299,194,0.06466666666666666
1149,194,0.06466666666666666
228,194,0.06466666666666666
1371,194,0.06466666666666666
1182,193,0.06433333333333334
4795,193,0.06433333333333334
4833,193,0.06433333333333334
4234,193,0.06433333333333334
5007,193,0.06433333333333334
2451,193,0.06433333333333334
3425,193,0.06433333333333334
6815,193,0.06433333333333334
5527,193,0.06433333333333334
1372,193,0.06433333333333334
2964,193,0.06433333333333334
1764,193,0.06433333333333334
3490,192,0.064
3159,192,0.064
3098,192,0.064
6834,191,0.06366666666666666
2452,191,0.06366666666666666
4194,191,0.06366666666666666
6273,191,0.06366666666666666
1890,191,0.06366666666666666
1638,190,0.06333333333333334
9161,190,0.06333333333333334
716,190,0.06333333333333334
1058,190,0.06333333333333334
2195,190,0.06333333333333334
2770,190,0.06333333333333334
6807,189,0.063
194,189,0.063
601,189,0.063
2569,189,0.063
2522,189,0.063
7212,189,0.063
2528,189,0.063
4340,188,0.06266666666666666
154,188,0.06266666666666666
6569,188,0.06266666666666666
4697,188,0.06266666666666666
2513,188,0.06266666666666666
6364,188,0.06266666666666666
2441,188,0.06266666666666666
1611,188,0.06266666666666666
5564,188,0.06266666666666666
639,188,0.06266666666666666
674,188,0.06266666666666666
3342,188,0.06266666666666666
5400,187,0.06233333333333333
1166,187,0.06233333333333333
3186,187,0.06233333333333333
1246,187,0.06233333333333333
118,187,0.06233333333333333
245,187,0.06233333333333333
4701,187,0.06233333333333333
3236,187,0.06233333333333333
3588,186,0.062
4593,186,0.062
4379,186,0.062
2832,186,0.062
4820,186,0.062
1171,186,0.062
693,186,0.062
993,186,0.062
1635,186,0.062
5155,186,0.062
3154,185,0.06166666666666667
306,185,0.06166666666666667
2570,185,0.06166666666666667
2383,185,0.06166666666666667
4609,185,0.06166666666666667
747,185,0.06166666666666667
5888,185,0.06166666666666667
1113,184,0.06133333333333333
296,184,0.06133333333333333
1385,184,0.06133333333333333
4254,184,0.06133333333333333
2064,184,0.06133333333333333
7295,184,0.06133333333333333
2149,184,0.06133333333333333
5314,183,0.061
3232,183,0.061
5392,183,0.061
1366,183,0.061
247,183,0.061
2862,183,0.061
7604,183,0.061
6842,182,0.06066666666666667
2302,182,0.06066666666666667
2255,182,0.06066666666666667
6809,182,0.06066666666666667
3259,182,0.06066666666666667
3456,182,0.06066666666666667
3260,182,0.06066666666666667
2132,181,0.060333333333333336
3329,181,0.060333333333333336
980,181,0.060333333333333336
470,181,0.060333333333333336
2880,181,0.060333333333333336
230,180,0.06
4571,180,0.06
1144,180,0.06
2765,180,0.06
2829,180,0.06
8239,180,0.06
3278,180,0.06
1763,180,0.06
1904,180,0.06
1684,179,0.059666666666666666
794,179,0.059666666666666666
